imdbId,title,releaseYear,releaseDate,genre,actors,directors,sequel,hitFlop
tt0348656,Khushi,2003,07-Feb-03,Action | Drama | Romance,Fardeen Khan | Kareena Kapoor | Amrish Puri | Amitabh Bachchan,Surya S.J. | Sunil Kumar Agrawal,0,2
tt0348662,Kucch To Hai,2003,24-Jan-03,Drama | Horror | Mystery,Ashay Chitre | Esha Deol | Anita Hassandani | Vrajesh Hirjee,Anurag Basu | Anil V. Kumar,0,2
tt0348824,Chalo Ishq Ladaaye,2002,27-Dec-02,Comedy | Romance,Govinda | Kader Khan | Rani Mukerji | Zohra Segal,Aziz Sejawal,0,1
tt0348843,Jism,2003,17-Jan-03,Drama | Romance | Thriller,Bipasha Basu | John Abraham | Gulshan Grover | Vinay Pathak,Amit Saxena,0,6
tt0349058,88 Antop Hill,2003,27-Jun-03,Thriller,Atul Kulkarni | Rahul Dev | Suchitra Pillai-Malik | Shweta Menon,Kushan Nandy,0,1
tt0349115,Baaz: A Bird in Danger,2003,07-Feb-03,Thriller,Jackie Shroff | Sunil Shetty | Karisma Kapoor | Dino Morea,Tinnu Verma,0,1
tt0349333,Darna Mana Hai,2003,25-Jul-03,Horror | Adventure,Sameera Reddy | Antara Mali | Sohail Khan | Saif Ali Khan,Prawaal Raman,0,3
tt0349620,Inteqam: The Perfect Game,2004,01-Nov-04,Action |Romance,Manoj Bajpayee | Isha Koppikar | Nethra Raghuraman | Parmita Katkar,Pankaj Parashar,0,1
tt0349679,Khwahish,2003,06-Jun-03,Drama | Romance | Musical,Himanshu Malik | Mallika Sherawat | Shivaji Satam | Mahmud Babai,Govind Menon,0,4
tt0349703,Kyun! Ho Gaya Na...,2004,13-Aug-04,Comedy | Drama | Romance,Amitabh Bachchan | Vivek Oberoi | Aishwarya Rai Bachchan | Om Puri,Samir Karnik,0,2
tt0352314,Ek Hasina Thi,2004,24-Feb-04,Crime | Romance | Thriller,Saif Ali Khan | Urmila Matondkar | Seema Biswas | Aditya Srivastava,Sriram Raghavan,0,2
tt0352489,Kash... Aap Hamare Hote,2003,14-Feb-03,Family | Musical | Romance,Juhi Babbar | Sonu Nigam | Om Puri | Sharad S. Kapoor,Ravindra Peepat,0,1
tt0352830,Sssshhh...,2003,24-Oct-03,Horror | Mystery,Tanisha | Dino Morea | Karan Nath | Gaurav Kapoor,Pavan Kaul,0,3
tt0353351,Dhund: The Fog,2003,21-Feb-03,Adventure | Thriller,Amar Upadhyaya | Aditi Govitrikar | Apoorva Agnihotri | Divya Palat,Shyam Ramsay,0,1
tt0354538,Ek Aur Ek Gyarah: By Hook or by Crook,2003,28-Mar-03,Action | Comedy | Musical,Sanjay Dutt | Govinda | Amrita Arora | Nandini Singh,David Dhawan,0,3
tt0354786,Oops!,2003,N/A,Drama,Kiran Janjani | Vikas Sethi | Adyasha | Mink Singh,Deepak Tijori,0,1
tt0356982,Paanch,2003,22-Apr-06,Crime | Thriller,Kay Kay Menon | Aditya Srivastava | Joy Fernandes | Vijay Maurya,Anurag Kashyap,0,1
tt0357208,Stumped,2003,16-May-03,Comedy | Drama,Raveena Tandon | Alyy Khan | Salman Khan | Viju Khote,Gaurav Pandey,0,1
tt0358613,Om,2003,21-Mar-03,Action | Romance,Attin Bhalla | Sandali Sinha | Smita Jaykar | Pankaj Dheer,Ashok Honda,0,1
tt0362204,Supari,2003,20-Jun-03,Crime | Drama,Nandita Das | Uday Chopra | Rahul Dev | Purab Kohli,Padam Kumar,0,1
tt0362696,Haasil,2003,16-May-03,Crime | Drama | Romance,Jimmy Shergill | Hrishitaa Bhatt | Irrfan Khan | Ashutosh Rana,Tigmanshu Dhulia,0,1
tt0362771,Ishq Vishk,2003,10-Apr-03,Comedy | Romance,Shahid Kapoor | Amrita Rao | Shenaz Treasury | Vishal Malhotra,Ken Ghosh,0,4
tt0362902,Nayee Padosan,2003,06-Jun-03,Comedy,Vikas Kalantri | Anuj Sawhney | Aslam Khan | Mahek Chahal,B.H. Tharun Kumar,0,3
tt0363409,Aan: Men at Work,2004,04-Jun-04,Drama | Action,Shatrughan Sinha | Akshay Kumar | Sunil Shetty | Paresh Rawal,Madhur Bhandarkar,0,1
tt0363472,Bewafaa,2005,25-Feb-05,Drama,Anil Kapoor | Akshay Kumar | Kareena Kapoor | Sushmita Sen,Dharmesh Darshan,0,3
tt0363721,Joggers' Park,2003,12-Sep-03,Comedy | Romance,Victor Banerjee | Perizaad Zorabian | Divya Dutta | Khalid Siddiqui,Anant Balani,0,2
tt0363833,Mumbai Se Aaya Mera Dost,2003,22-Aug-03,Romance | Action | Adventure,Abhishek Bachchan | Lara Dutta | Chunky Pandey | Aditya Lakhia,Apoorva Lakhia,0,1
tt0364303,Dev,2004,11-Jun-04,Drama,Amitabh Bachchan | Om Puri | Fardeen Khan | Kareena Kapoor,Govind Nihalani,0,2
tt0364604,Plan,2004,09-Jan-04,Action | Thriller,Sanjay Dutt | Dino Morea | Sanjay Suri | Bikram Saluja,Hriday Shetty,0,2
tt0364621,Qayamat: City Under Threat,2003,11-Jul-03,Action | Romance | Thriller,Ajay Devgn | Sunil Shetty | Sanjay Kapoor | Arbaaz Khan,Harry Baweja,0,4
tt0366276,Calcutta Mail,2003,30-Jun-03,Thriller,Anil Kapoor | Rani Mukerji | Manisha Koirala | Satish Kaushik,Sudhir Mishra,0,1
tt0366630,Janasheen,2003,12-Sep-03,Musical | Action | Drama,Feroz Khan | Fardeen Khan | Celina Jaitly | Pinky Harwani,Feroz Khan,0,2
tt0366658,Kaise Kahoon Ke... Pyaar Hai,2003,09-May-03,Crime | Romance,Sunny Deol | Dharmendra | Amit Hingorani | Farida Jalal,Anil Kumar Sharma,0,1
tt0366761,Meenaxi: Tale of 3 Cities,2004,02-Apr-04,Romance |Drama,Tabu | Raghuvir Yadav | Nadira Babbar | Kunal Kapoor,M.F. Hussain,0,1
tt0366880,Parwana,2003,12-Sep-03,Romance |Drama,Ajay Devgn | Ameesha Patel | Pooja Batra | Jagdeep,Deepak Bahry,0,2
tt0366985,Rudraksh,2004,13-Feb-04,Fantasy | Sci-Fi,Sanjay Dutt | Bipasha Basu | Sunil Shetty | Isha Koppikar,Mani Shankar,0,1
tt0367110,Swades,2004,17-Dec-04,Drama,Shah Rukh Khan | Gayatri Joshi | Kishori Balal | Smith Seth,Ashutosh Gowariker,0,2
tt0368580,Asambhav,2004,23-Jul-04,Action | Adventure | Drama,Arjun Rampal | Naseeruddin Shah | Priyanka Chopra | Singh Surendra,Rajiv Rai,0,1
tt0368683,Desh,2002,N/A,Drama,Jaya Bhaduri | Sabyasachi Chakraborty | Subhendu Chatterjee | Gyanesh Mukherjee,Raja Sen,0,1
tt0368811,Jajantaram Mamantaram,2003,30-May-03,Fantasy | Family,Javed Jaffrey | Gulshan Grover | Joy Fernandes | Nishith Dadhich,Soumitra Ranade,0,1
tt0369516,Hawa,2003,04-Jul-03,Horror | Thriller,Tabu | Shahbaaz Khan | Mukesh Tiwari | Imran Khan,Guddu Dhanoa,0,3
tt0369637,Kuch Naa Kaho,2003,26-Aug-03,Drama | Romance,Aishwarya Rai Bachchan | Abhishek Bachchan | Satish Shah | Suhasini Mulay,Rohan Sippy,0,2
tt0371735,Hungama,2003,01-Aug-03,Comedy | Drama | Romance,Akshaye Khanna | Aftab Shivdasani | Rimi Sen | Paresh Rawal,Priyadarshan,0,5
tt0371775,Khel,2003,11-Nov-03,Action | Thriller,Sunny Deol | Sunil Shetty | Ajay Jadeja | Celina Jaitly,Yusuf Khan,0,2
tt0371922,Saaya,2003,04-Jul-03,Action | Drama | Horror,John Abraham | Tara Sharma | Mahima Chaudhry | Zohra Segal,Anurag Basu,0,2
tt0373856,Gangaajal,2003,29-Aug-03,Crime | Drama,Ajay Devgn | Gracy Singh | Mohan Joshi | Yashpal Sharma,Prakash Jha,0,4
tt0373970,Khanjar,2003,27-Jun-03,Action,Sunil Shetty | Tabu | Gulshan Grover | Pankaj Dheer,Chander Sharma,0,1
tt0373972,Khullam Khulla Pyaar Karen,2005,28-Apr-05,Comedy,Govinda | Preity Zinta | Prem Chopra | Sadashiv Amrapurkar,Harmesh Malhotra,0,1
tt0374271,Tere Naam,2003,15-Aug-03,Romance,Salman Khan | Bhoomika Chawla | Mahima Chaudhry | Sachin Khedekar,Satish Kaushik,0,5
tt0374660,Footpath,2003,15-Aug-03,Action | Crime | Drama,Aftab Shivdasani | Bipasha Basu | Rahul Dev | Emraan Hashmi,Vikram Bhatt,0,2
tt0374848,Main Madhuri Dixit Banna Chahti Hoon!,2003,07-Oct-03,Drama | Comedy,Antara Mali | Rajpal Yadav | Asif Basra | Rita Bhaduri,Chandan Arora,0,1
tt0374887,Munnabhai M.B.B.S.,2003,19-Dec-03,Comedy | Crime,Sunil Dutt | Sanjay Dutt | Arshad Warsi | Gracy Singh,Rajkumar Hirani,0,6
tt0375611,Black,2005,04-Feb-05,Drama,Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor,Sanjay Leela Bhansali,0,4
tt0375733,Encounter: The Killing,2002,09-Aug-02,Crime | Drama,Naseeruddin Shah | Dilip Prabhavalkar | Tara Deshpande | Akash Khurana,Ajay Phansekar,0,1
tt0377126,Basti,2003,08-Aug-03,Action | Crime,Sadashiv Amrapurkar | Liyaqat Bari | Brij Gopal | Rajendra Gupta,N/A,0,1
tt0377131,Raghu Romeo,2003,18-Jun-04,Comedy,Vijay Raaz | Sadiya Siddiqui | Saurabh Shukla | Maria Goretti,Rajat Kapoor,0,1
tt0377340,Aetbaar,2004,23-Jan-04,Drama | Musical | Romance,Amitabh Bachchan | John Abraham | Bipasha Basu | Supriya Pilgaonkar,Vikram Bhatt,0,1
tt0378025,Hawayein,2003,22-Aug-03,Drama | Romance,Babbu Mann | Ammtoje Mann | Mahie Gill | Mukul Dev,Ammtoje Mann,0,1
tt0378072,Hum Tum,2004,28-May-04,Drama | Romance | Comedy,Saif Ali Khan | Rani Mukerji | Kiron Kher | Rati Agnihotri,Kunal Kohli,0,6
tt0378157,Kagaar: Life on the Edge,2003,10-Oct-03,Crime | Drama,Om Puri | Nandita Das | Amitabh Dayal | Aditya Kotdar,N. Chandra,0,1
tt0379818,I Proud to Be an Indian,2004,13-Feb-04,Action,Sohail Khan | Tim Lawrence | Scott Hinds | Phil Jones,Puneet Sira,0,1
tt0380337,Ek Din 24 Ghante,2003,07-Nov-03,Thriller,Rahul Bose | Ahmed Chaudhary | Nandita Das | Vinit Kumar,Anant Balani,0,1
tt0381090,Chupke Se,2003,12-Sep-03,Comedy | Musical | Romance,Zulfi Sayed | Masumeh Makhija | Rati Agnihotri | Tinnu Anand,Shona Urvashi,0,1
tt0381408,Market,2003,12-Sep-03,Drama | Musical,Manisha Koirala | Suman Ranganathan | Aryan Vaid | Shweta Menon,Jay Prakash,0,3
tt0382176,Master,2001,N/A,Action,Suneil Anand | Ting Leung | Sadashiv Amrapurkar | Leher Kala,Suneil Anand,0,1
tt0382188,Mumbai Matinee,2003,26-Sep-03,Romance | Comedy,Rahul Bose | Perizaad Zorabian | Vijay Raaz | Saurabh Shukla,Anant Balani,0,1
tt0382383,Yuva,2004,22-May-04,Action | Adventure | Crime,Ajay Devgn | Abhishek Bachchan | Rani Mukerji | Vivek Oberoi,Mani Ratnam,0,3
tt0382385,Zameen,2003,26-Sep-03,Action,Ajay Devgn | Abhishek Bachchan | Bipasha Basu | Mukesh Tiwari,Rohit Shetty,0,3
tt0383719,Xcuse Me,2003,26-Sep-03,Comedy,Sharman Joshi | Sahil Khan | Anil Chaudhary | Snehal Dabi,N. Chandra,1,1
tt0384491,Samay: When Time Strikes,2003,10-Oct-03,Thriller,Sushmita Sen | Lucy Bartholomew | Tushar Dalvi | Jatin Karia,Robby Grewal,0,1
tt0385351,Yeh Lamhe Judaai Ke,2004,09-Apr-04,Drama,Shah Rukh Khan | Raveena Tandon | Navneet Nishan | Avtar Gill,Birendra Nath Tiwari,0,1
tt0385564,Border Hindustan Ka,2003,20-Jun-03,Action | Romance,Faisal Khan | Rajat Bedi | Aditya Pancholi | Priya Gill,Yogesh Bharadwaj,0,1
tt0385782,Inteha,2003,24-Oct-03,Romance |Musical |Drama,Nauheed Cyrusi | Avtar Gill | Vidya Malvade | Ashmit Patel,Vikram Bhatt,0,1
tt0385982,Raja Bhaiya,2003,24-Oct-03,Comedy | Drama,Sadashiv Amrapurkar | Rakesh Bedi | Kajal Chakraborty | Aarti Chhabria,Raman Kumar,0,1
tt0386121,Woh Tera Naam Tha,2004,N/A,Romance,Arjan Bajwa | Rajat Bedi | Gaurav Chanana | Prem Chopra,Sandesh Kohli,0,1
tt0387164,Dhoop,2003,07-Nov-03,Drama,Om Puri | Revathy | Gul Panag | Preeti Dayal,Ashwini Chaudhary,0,1
tt0387325,Jodi Kya Banayi Wah Wah Ramji,2003,14-Nov-03,Comedy,Rotem Bar | Rakesh Bedi | Avtar Gill | Gulshan Grover,Raman Kumar,0,1
tt0387486,Patth,2003,07-Nov-03,Drama,Mukesh Ahuja | Abhay Bhargav | Suresh Chatwal | Milind Gunaji,Shivram Yadav,0,1
tt0387678,Waisa Bhi Hota Hai Part II,2003,14-Nov-03,Comedy | Action | Crime,Arshad Warsi | Prashant Narayanan | Sandhya Mridul | Pratima Kazmi,Shashanka Ghosh,0,1
tt0387989,Deewaar: Let's Bring Our Heroes Home,2004,25-Jun-04,War | Action | Drama,Amitabh Bachchan | Sanjay Dutt | Akshaye Khanna | Amrita Rao,Milan Luthria,0,1
tt0388315,Out of Control,2003,21-Nov-03,Comedy | Drama | Romance,Brande Roderick | Noemi Besedes | Hrishitaa Bhatt | Ritesh Deshmukh,Apurva Asrani | Ramanjit Juneja,0,2
tt0389726,Aanch,2003,26-Sep-03,Drama,Arun Bakshi | Suchindra Bali | Poonam Jhawer | Ayesha Jhulka,Rajesh Kumar Singh,0,1
tt0390532,Taj Mahal: A Monument of Love,2003,21-Nov-03,Drama | History | Romance,Shahbaaz Khan | Kulbhushan Kharbanda | Poornima Pathwardhan | Raghu Raj,Robin Khosla,0,1
tt0390614,Waqt: The Race Against Time,2005,22-Apr-05,Comedy | Drama | Musical,Amitabh Bachchan | Akshay Kumar | Priyanka Chopra | Shefali Shetty,Vipul Amrutlal Shah,0,4
tt0391079,Dil Pardesi Ho Gayaa,2003,12-Dec-03,Romance | Drama,Kapil Jhaveri | Saloni Aswani | Amrish Puri | Ashutosh Rana,Saawan Kumar Tak,0,1
tt0391099,Duplicate Sholay,2002,N/A,Comedy,Devaraj | Dimple | Feroz | Reena Kapoor,Kanti Shah,0,2
tt0391165,Fun2shh... Dudes in the 10th Century,2003,19-Dec-03,Comedy,Kavi Kumar Azad | Amitabh Bachchan | Charlie | Sweety Chhabra,Imtiaz Punjabi,0,2
tt0391187,Ghaav: The Wound,2002,N/A,Action | Crime | Drama,Pankaj Berry | Rahul Bhat | Seema Biswas | Gayatri,Kumar Jay,0,1
tt0391274,Kismat,2004,20-Feb-04,Action | Drama,Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa,0,1
tt0392625,Pratha,2002,N/A,Action | Drama | Thriller,Deepak Bandhu | Ashney Shroff | Vicky Ahuja | Ravindra Bundela,Raja Bundela,0,1
tt0392950,Ishq Hai Tumse,2004,02-Jan-04,Romance,Beena Banerjee | Bipasha Basu | Mohan Gokhale | Vikram Gokhale,G. Krishna,0,1
tt0392951,Mudda: The Issue,2003,12-Dec-03,Drama,Arya Babbar | Prashant Narayanan | Aditya Srivastava | Rajat Kapoor,Saurabh Shukla,0,1
tt0396044,Hadh: Life on the Edge of Death,2001,N/A,Action | Crime | Drama,Shama Deshpande | Vikram Gokhale | Ayesha Jhulka | Sharad S. Kapoor,Thampi Kannanthanam,0,1
tt0396057,Hum Pyar Tumhi Se Kar Baithe,2002,08-Nov-02,Musical | Romance,Jugal Hansraj | Tina Rana | Sachin Khedekar | Vishnu Sharma,Mohan Singh Rathor,0,1
tt0396690,Kisna: The Warrior Poet,2005,21-Jan-05,Drama | Musical | Romance,Vivek Oberoi | Isha Sharvani | Antonia Bernath | Sushmita Sen,Subhash Ghai,0,1
tt0396782,Paisa Vasool,2004,09-Jan-04,Comedy,Manisha Koirala | Sushmita Sen | Sushant Singh | Mukesh Ahuja,Srinivas Bhashyam,0,1
tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,24-Dec-04,Action | Drama | Romance,Amitabh Bachchan | Akshay Kumar | Bobby Deol | Divya Khosla,Anil Sharma,0,1
tt0401532,Jaago,2004,06-Feb-04,Drama,Sanjay Kapoor | Raveena Tandon | Manoj Bajpayee | Puru Rajkumar,Mehul Kumar,0,1
tt0402014,Ab Tak Chhappan,2004,27-Feb-04,Crime | Drama | Thriller,Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,Shimit Amin,0,5
tt0402606,Suno Sasurjee,2004,27-Feb-04,Action | Comedy | Musical,Aftab Shivdasani | Ameesha Patel | Gulshan Grover | Asrani,Vimal Kumar,0,1
tt0402607,Tum: A Dangerous Obsession,2004,27-Feb-04,Drama | Romance | Thriller,Manisha Koirala | Karan Nath | Rajat Kapoor | Nataneya Singh,Aruna Raje,0,2
tt0403935,Action Jackson,2014,05-Dec-14,Action | Drama | Romance,Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,Prabhudheva,0,2
tt0405024,Hum Kaun Hai?,2004,03-Sep-04,Horror | Drama | Mystery,Amitabh Bachchan | Dimple Kapadia | Dharmendra | Moushumi Chatterjee,Ravi Sharma Shankar,0,1
tt0405046,Insaaf: The Justice,2004,05-Mar-04,Drama,Dino Morea | Namrata Shirodkar | Sanjay Suri | Henna,Shrey Srivastava,0,1
tt0405266,Raincoat,2004,24-Dec-04,Drama | Romance,Ajay Devgn | Aishwarya Rai Bachchan | Annu Kapoor | Mouli Ganguly,Rituparno Ghosh,0,1
tt0405507,Murder,2004,02-Apr-04,Drama | Thriller,Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,Anurag Basu,0,7
tt0405508,Rang De Basanti,2006,26-Jan-06,Drama,Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,Rakeysh Omprakash Mehra,0,6
tt0406977,Masti,2004,09-Apr-04,Comedy | Crime | Mystery,Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0,6
tt0408837,Hawas,2004,26-Mar-04,Drama | Romance | Thriller,Shawar Ali | Tarun Arora | Madina | Meghna Naidu,Karan Razdan,0,2
tt0408976,Krishna Cottage,2004,02-Apr-04,Comedy | Fantasy | Horror,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,Santram Varma,0,2
tt0409068,Muskaan,2004,26-Mar-04,Romance,Aftab Shivdasani | Gracy Singh | Parvin Dabas | Gulshan Grover,Rohit Manash | Rohit Nayyar | Manish Robin | Manish Sharma,0,1
tt0409527,Shabd,2005,04-Feb-05,Drama,Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,Leena Yadav,0,1
tt0409724,Bardaasht,2004,23-Apr-04,Drama,Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,Eeshwar Nivas,0,1
tt0410591,Shart: The Challenge,2004,13-Aug-04,Romance,Amrita Arora | Asrani | Snehal Dabi | Vrajesh Hirjee,Puri Jagannadh,0,1
tt0411815,Run,2004,14-May-04,Action | Comedy | Romance,Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,Jeeva,0,2
tt0414040,Gayab,2004,16-Jul-04,Fantasy,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,Prawal Raman,0,3
tt0414503,Shaadi Ka Laddoo,2004,23-Apr-04,Comedy,Sanjay Suri | Mandira Bedi | Aashish Chaudhary | Divya Dutta,Raj Kaushal,0,2
tt0414713,Amu,2005,07-Jan-05,Drama,Konkona Sen Sharma | Yashpal Sharma | Brinda Karat | Ankur Khanna,Shonali Bose,0,1
tt0414714,Girlfriend,2004,17-Jun-04,Drama,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,Karan Razdan,0,3
tt0415003,Garv: Pride and Honour,2004,09-Jul-04,Action | Drama,Salman Khan | Shilpa Shetty | Arbaaz Khan | Farida Jalal,Puneet Issar,0,3
tt0415373,WOH,2004,26-Mar-04,Crime | Drama | Thriller,Priyanshu Chatterjee | Cleo Isaacs | Kasam | Ayub Khan,Raj N. Sippy,0,1
tt0415768,Dus,2005,08-Jul-05,Action | Crime | Thriller,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,Anubhav Sinha,0,4
tt0415908,Kaal,2005,29-Apr-05,Thriller | Adventure | Mystery,Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah,0,4
tt0416120,Police Force: An Inside Story,2004,28-May-04,Action | Crime | Drama,Akshay Kumar | Raveena Tandon | Amrish Puri | Mohan Joshi,Dilip Shukla,0,1
tt0416282,Vaastu Shastra,2004,22-Oct-04,Horror | Mystery,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,Saurab Narang,0,3
tt0416712,Elaan,2005,14-Jan-05,Action,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt,0,1
tt0418096,Rakht,2004,01-Sep-04,Horror | Thriller,Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,Mahesh Manjrekar,0,1
tt0418362,Mujhse Shaadi Karogi,2004,30-Jul-04,Comedy | Romance,Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,David Dhawan,0,6
tt0418460,Aitraaz,2004,12-Nov-04,Drama | Thriller,Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4
tt0418598,"Chot [Aaj Isko, Kal Tereko]",2004,18-Jun-04,Musical | Action | Crime,Ashutosh Rana | Sharad S. Kapoor | Nethra Raghuraman | Ganesh Yadav,Nabh Kumar 'Raju',0,1
tt0418880,Mere Jeevan Saathi,2006,03-Feb-06,Music | Romance,Akshay Kumar | Karisma Kapoor | Ameesha Patel | Gulshan Grover,Suneel Darshan,0,1
tt0419058,Phir Hera Pheri,2006,09-Jun-06,Comedy | Crime,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,Neeraj Vora,1,7
tt0419468,Baabul,2006,08-Dec-06,Drama | Family | Romance,Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,Ravi Chopra,0,2
tt0419828,Hyderabad Blues 2,2004,02-Jul-04,Drama | Comedy,Tisca Chopra | Jyoti Dogra | Anuj Gurwara | Elahe Hiptoola,Nagesh Kukunoor,0,1
tt0419974,Morning Raga,2004,18-Mar-05,Drama,Shabana Azmi | Prakash Rao | Lillete Dubey | Perizaad Zorabian,Mahesh Dattani,0,1
tt0420123,Revati,2005,07-May-05,Drama,Kashmira Shah | Kiran Kumar | Ayub Khan | Javed Khan,Farogh Siddique,0,1
tt0420304,Viruddh... Family Comes First,2005,22-Jul-05,Drama,Amitabh Bachchan | Sharmila Tagore | John Abraham | Sanjay Dutt,Mahesh Manjrekar,0,3
tt0420332,Veer-Zaara,2004,12-Nov-04,Drama | Musical | Romance,Shah Rukh Khan | Preity Zinta | Rani Mukerji | Kiron Kher,Yash Chopra,0,7
tt0421277,Julie,2004,23-Jul-04,Drama,Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,Deepak S. Shivdasani,0,5
tt0422091,Dhoom,2004,27-Aug-04,Action | Adventure | Thriller,Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,Sanjay Gadhvi,0,7
tt0422236,Fida,2004,20-Aug-04,Adventure | Romance | Thriller,Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,Ken Ghosh,0,2
tt0422950,Phir Milenge,2004,13-Aug-04,Drama,Salman Khan | Abhishek Bachchan | Shilpa Shetty | Mita Vasisht,Revathy,0,1
tt0423087,Rok Sako To Rok Lo,2004,10-Dec-04,Adventure | Musical | Romance,Sunny Deol | Yash Pandit | Manjari Phadnis | Carran Kapur,Arindam Chowdhuri,0,1
tt0426075,Lakeer - Forbidden Lines,2004,N/A,Action | Drama | Romance,Sunny Deol | Sunil Shetty | Sohail Khan | John Abraham,Ahmed Khan,0,1
tt0426864,Aakhri Inteqam,2002,N/A,Action,Sudesh Berry | Anu Kashyap | Amit Pachori | Jitender,Rajesh Bakshi,0,1
tt0429289,Tauba Tauba,2004,01-Oct-04,Comedy | Drama,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,N/A,0,4
tt0430030,Dobara,2004,24-Sep-04,Musical | Drama,Jackie Shroff | Raveena Tandon | Mahima Chaudhry | Gulshan Grover,Shashi Ranjan,0,1
tt0430328,Madhoshi,2004,24-Sep-04,Musical | Mystery | Drama,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,Tanveer Khan,0,1
tt0430381,Musafir,2004,10-Dec-04,Action | Crime | Drama,Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,Sanjay Gupta,0,2
tt0430480,Popcorn Khao! Mast Ho Jao,2004,01-Oct-04,Comedy | Drama | Romance,Akshay Kapoor | Tanisha | Yash Tonk | Deepak Tijori,Kabir Sadanand,0,1
tt0430589,Shaadi Karke Phas Gaya Yaar,2006,01-Aug-06,Romance,Salman Khan | Shilpa Shetty | Reema Lagoo | Mohnish Bahl,K.S. Adiyaman,0,1
tt0430702,Tumsa Nahin Dekha,2004,24-Sep-04,Musical | Romance,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,Anurag Basu,0,1
tt0432047,Sarkar,2005,01-Jul-05,Action | Crime | Drama,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,Ram Gopal Varma,0,5
tt0432385,AK 47,2004,01-Oct-04,Action | Thriller,Audhitya Singh | Sheetal Bavishi | Om Puri | Ashish Vidyarthi,Raam Shetty,0,1
tt0432536,Hatya: The Murder,2004,15-Oct-04,Action | Crime | Fantasy,Akshay Kumar | Varsha Usgaonkar | Navin Nischol | Reema Lagoo,Kader Kashmiri,0,1
tt0432637,Krrish,2006,23-Jun-06,Action | Adventure | Romance,Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,Rakesh Roshan,1,8
tt0433605,Naach,2004,12-Nov-04,Musical | Drama,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,Ram Gopal Varma,0,1
tt0435259,Padmashree Laloo Prasad Yadav,2005,28-Jan-05,Comedy,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,Mahesh Manjrekar,0,1
tt0435390,Shukriya: Till Death Do Us Apart,2004,08-Oct-04,Musical | Drama | Family,Anupam Kher | Aftab Shivdasani | Shriya Saran | Indraneel,Anupam Sinha,0,1
tt0435437,Taarzan: The Wonder Car,2004,06-Aug-04,Musical | Action | Drama,Vatsal Seth | Ayesha Takia | Ajay Devgn | Farida Jalal,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,1
tt0436451,Jo Bole So Nihaal,2005,13-May-05,Action,Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Rahul Rawail,0,1
tt0437182,Family: Ties of Blood,2006,12-Jan-06,Action | Crime | Drama,Amitabh Bachchan | Akshay Kumar | Bhoomika Chawla | Aryeman Ramsay,Rajkumar Santoshi,0,1
tt0437238,Hulchul,2004,26-Nov-04,Action | Comedy | Drama,Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Priyadarshan,0,6
